ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos
050110,AYACUCHO,HUAMANGA,TAMBILLO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,NESTOR,BERROCAL,HUARANCCAY,M,94.0
050111,AYACUCHO,HUAMANGA,ACOCRO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,AUBERTO,MOROTE,ENCISO,M,697.0
050111,AYACUCHO,HUAMANGA,ACOCRO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,TOMAS GREGORIO,CABRERA,RISCO,M,663.0
050111,AYACUCHO,HUAMANGA,ACOCRO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,FELIX MOISES,GOMEZ,TUPIA,M,388.0
050111,AYACUCHO,HUAMANGA,ACOCRO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,SAMUEL AMADOR,TITO,TINEO,M,293.0
050111,AYACUCHO,HUAMANGA,ACOCRO,QATUN TARPUY,ALCALDE DISTRITAL,PERCY,QUISPE,TINEO,M,101.0
050112,AYACUCHO,HUAMANGA,SOCOS,SIEMPRE UNIDOS,ALCALDE DISTRITAL,EDGAR,CRISTAN,MENESES,M,776.0
050112,AYACUCHO,HUAMANGA,SOCOS,QATUN TARPUY,ALCALDE DISTRITAL,RUBEN,QUISPE,VENTURA,M,576.0
050112,AYACUCHO,HUAMANGA,SOCOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,SAMUEL BERNARDO,PALOMINO,FERNANDEZ,M,553.0
050112,AYACUCHO,HUAMANGA,SOCOS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JESUS VICTOR,VENTURA,HUAMAN,M,202.0
050112,AYACUCHO,HUAMANGA,SOCOS,UNION POR EL PERU,ALCALDE DISTRITAL,MARCELINO,PACHECO,QUISPE,M,177.0
050112,AYACUCHO,HUAMANGA,SOCOS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JUAN HELIODORO,QUISPE,FLORES,M,158.0
050112,AYACUCHO,HUAMANGA,SOCOS,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,CAYO,CCONISLLA,VENTURA,M,119.0
050112,AYACUCHO,HUAMANGA,SOCOS,PARTIDO RENACIMIENTO ANDINO,ALCALDE DISTRITAL,ALBERTO,OCHOA,YUPANQUI,M,112.0
050112,AYACUCHO,HUAMANGA,SOCOS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ALEJANDRO,PACHECO,QUISPE,M,64.0
050113,AYACUCHO,HUAMANGA,OCROS,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ANGEL HECTOR GUTIERREZ DE,LA,CRUZ,M,764.0
050113,AYACUCHO,HUAMANGA,OCROS,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,ARTURO,GUTIERREZ,BADAJOZ,M,482.0
050113,AYACUCHO,HUAMANGA,OCROS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,ANDRES JUSTO,CCENHUA,LAURENTE,M,449.0
050113,AYACUCHO,HUAMANGA,OCROS,UNION POR EL PERU,ALCALDE DISTRITAL,ALFONSO,CHUCHON,LUJAN,M,369.0
050113,AYACUCHO,HUAMANGA,OCROS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ISMAEL,AYALA,BADAJOS,M,211.0
050113,AYACUCHO,HUAMANGA,OCROS,SIEMPRE UNIDOS,ALCALDE DISTRITAL,EDUARDO,QUISPE,LIMACO,M,192.0
050113,AYACUCHO,HUAMANGA,OCROS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,VICTOR,TIPE,GOMEZ,M,41.0
050113,AYACUCHO,HUAMANGA,OCROS,ACCION POPULAR,ALCALDE DISTRITAL,GENIO ROGGIERO,GAMARRA,MEDRANO,M,17.0
050113,AYACUCHO,HUAMANGA,OCROS,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,LEONIDAS,LLOCLLA,ESPILLCO,M,17.0
050114,AYACUCHO,HUAMANGA,PACAYCASA,ACCION POPULAR,ALCALDE DISTRITAL,PAULINO,AMAO,NUÑEZ,M,363.0
050114,AYACUCHO,HUAMANGA,PACAYCASA,QATUN TARPUY,ALCALDE DISTRITAL,AMADOR,GARMA,POLICARPO,M,221.0
050114,AYACUCHO,HUAMANGA,PACAYCASA,UNION POR EL PERU,ALCALDE DISTRITAL,EFRAIN RAFAEL,JARA,HUAYTA,M,187.0
050114,AYACUCHO,HUAMANGA,PACAYCASA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,EDU NELSON,LOPEZ,CAJAMARCA,,147.0
050114,AYACUCHO,HUAMANGA,PACAYCASA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JESUS PASCUAL,PILLACA,CAJAMARCA,M,131.0
050114,AYACUCHO,HUAMANGA,PACAYCASA,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,PAULINO,MORAN,RICHARTE,M,82.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,PANFILO AMILCAR,HUANCAHUARI,TUEROS,M,1434.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,UNION POR EL PERU,ALCALDE DISTRITAL,MAURA,QUISPE,SULCA,F,1117.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ARTURO,JUSCAMAITA,CHIPANA,M,879.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,QATUN TARPUY,ALCALDE DISTRITAL,EDWIN,RUIZ,MEDINA,M,636.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,PERU POSIBLE,ALCALDE DISTRITAL,FLORENTINO,ZAPATA,MAURICIO,M,478.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JORGE LUIS,CCORAHUA,QUISPE,M,424.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,HANS CARLOS,NICOLAS,RUIZ,M,423.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,MANUEL,AGUIRRE,YUPANQUI,M,415.0
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,FELIX GLICERIO,GALARZA,HUATUCO,M,64.0
050204,AYACUCHO,CANGALLO,CHUSCHI,QATUN TARPUY,ALCALDE DISTRITAL,TIMOTEO,CAYLLAHUA,ALLCCA,M,864.0
050204,AYACUCHO,CANGALLO,CHUSCHI,UNION POR EL PERU,ALCALDE DISTRITAL,VICENTE,CHAUPIN,HUAYCHA,M,703.0
050204,AYACUCHO,CANGALLO,CHUSCHI,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,TEOFILO,NUÑEZ,ACHALLMA,M,610.0
050204,AYACUCHO,CANGALLO,CHUSCHI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ESTEBAN,GALINDO,NUÑEZ,M,573.0
050204,AYACUCHO,CANGALLO,CHUSCHI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUAN,CARHUAPOMA,LLALLI,M,256.0
050204,AYACUCHO,CANGALLO,CHUSCHI,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ARCADIO,CONDE,HUAMANI,M,111.0
050204,AYACUCHO,CANGALLO,CHUSCHI,SIEMPRE UNIDOS,ALCALDE DISTRITAL,EMILIO,TOMAYLLA,CCORAHUA,M,75.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,QATUN TARPUY,ALCALDE DISTRITAL,SERGIO,DIPAZ,CISNEROS,M,831.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,UNION POR EL PERU,ALCALDE DISTRITAL,ALFREDO,GOMEZ,ALARCON,M,641.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,JOHNNY JAIME,NUÑEZ,ESCALANTE,M,549.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MAXIMO,TENORIO,MORENO,M,449.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,RESTAURACION NACIONAL,ALCALDE DISTRITAL,DAVID,ARANGO,BELLIDO,M,224.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,BRAULIO,QUICAÑO,ESCALANTE,M,158.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,VICENTE DE LA,CRUZ,CUADROS,M,89.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,MELQUIADES,MARTINEZ,ALARCON,M,85.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,SIEMPRE UNIDOS,ALCALDE DISTRITAL,JUAN CARLOS,RAMOS,ALARCON,M,69.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,ACCION POPULAR,ALCALDE DISTRITAL,GREGORIO,BELLIDO,PRADO,M,61.0
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,COORDINADORA NACIONAL DE INDEPENDIENTES,ALCALDE DISTRITAL,ANGEL JESUS DE LA CRUZ,LA,ROSA,M,34.0
050207,AYACUCHO,CANGALLO,PARAS,UNION POR EL PERU,ALCALDE DISTRITAL,LUIS,ENRIQUEZ,JAYO,M,319.0
050207,AYACUCHO,CANGALLO,PARAS,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,CIRILO TEODORO,QUISPE,RAMOS,M,284.0
050207,AYACUCHO,CANGALLO,PARAS,PARTIDO RENACIMIENTO ANDINO,ALCALDE DISTRITAL,EDMUNDO,CHOQUE,LICAPA,M,230.0
050207,AYACUCHO,CANGALLO,PARAS,QATUN TARPUY,ALCALDE DISTRITAL,CARLOS,JAYO,ACHCARAY,M,227.0
050207,AYACUCHO,CANGALLO,PARAS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,GASPAR,GALVEZ,LICAS,M,124.0
050207,AYACUCHO,CANGALLO,PARAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUIS,RIVERA,MEDINA,M,122.0
050207,AYACUCHO,CANGALLO,PARAS,SIEMPRE UNIDOS,ALCALDE DISTRITAL,DAVID,HUAMANI,PARCO,M,88.0
050207,AYACUCHO,CANGALLO,PARAS,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,HONORATO,PARADO,QUICHCA,M,84.0
050207,AYACUCHO,CANGALLO,PARAS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,OVIDIO,PACHECO,OROSCO,M,79.0
050207,AYACUCHO,CANGALLO,PARAS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,SEDWEN,HUAMANI,PEREZ,M,25.0
050208,AYACUCHO,CANGALLO,TOTOS,ACCION POPULAR,ALCALDE DISTRITAL,TERESA DE LA,CRUZ,LICAS,F,471.0
050208,AYACUCHO,CANGALLO,TOTOS,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,MOISES,QUISPE,TOLEDANO,M,345.0
050208,AYACUCHO,CANGALLO,TOTOS,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,URBANO,LOPEZ,SURCO,M,220.0
050208,AYACUCHO,CANGALLO,TOTOS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LEONIDAS,PALOMINO,TORRES,M,206.0
050208,AYACUCHO,CANGALLO,TOTOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,JOAQUIN ELIAS,VILA,GARCIA,M,126.0
050208,AYACUCHO,CANGALLO,TOTOS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,CONSTANTINO,VILCA,UTURE,M,80.0
050208,AYACUCHO,CANGALLO,TOTOS,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,ZATURNINO,ZAMORA,PALOMINO,M,62.0
050208,AYACUCHO,CANGALLO,TOTOS,PARTIDO RENACIMIENTO ANDINO,ALCALDE DISTRITAL,MARCOS,PARIONA,HUAMAN,M,43.0
050208,AYACUCHO,CANGALLO,TOTOS,UNION POR EL PERU,ALCALDE DISTRITAL,MARCELINO,TOLEDANO,MENDIETA,M,42.0
050208,AYACUCHO,CANGALLO,TOTOS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,VALERIANO,SULCARAYME,CHACCERE,M,17.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,DELIA,ROCA,CURI,F,281.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,JULIO JUAN,CURI,ACHA,M,269.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,TEODORO,ORE,LEON,M,137.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,UNION POR EL PERU,ALCALDE DISTRITAL,BENJAMIN,CUYA,LEON,M,99.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,ADRIAN,CAMPOS,MEDRANO,M,73.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JULIAN,RAMOS,ASTO,M,60.0
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,SIEMPRE UNIDOS,ALCALDE DISTRITAL,MARIO,CAMPOS,MARTINEZ,M,13.0
050302,AYACUCHO,HUANTA,AYAHUANCO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,PABLO,MALDONADO,QUISPE,M,643.0
050302,AYACUCHO,HUANTA,AYAHUANCO,QATUN TARPUY,ALCALDE DISTRITAL,RUBEN,LIMACHE,TAPIA,M,344.0
050302,AYACUCHO,HUANTA,AYAHUANCO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ROMULO,MEDINA,BERROCAL,M,318.0
050302,AYACUCHO,HUANTA,AYAHUANCO,PROGRESEMOS PERU,ALCALDE DISTRITAL,RAUL MIGUEL,AGUILA,CHAVARRIA,M,236.0
050302,AYACUCHO,HUANTA,AYAHUANCO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,AMADOR RUBEN,GALVEZ,CURO,M,9.0
050302,AYACUCHO,HUANTA,AYAHUANCO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JOAQUIN,CARDENAS,GARCIA,M,2.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,JUAN ROLANDO,PACHECO,HUAMANRIMACHI,M,496.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,QATUN TARPUY,ALCALDE DISTRITAL,CLAUDIO,CONTRERAS,BARRIENTOS,M,307.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,PROGRESEMOS PERU,ALCALDE DISTRITAL,JORGE,BAEZ,ANAYA,M,298.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUIS ALBERTO,SOSA,SOSA,M,291.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,TEOFILA,GARCIA,RAMOS,F,210.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,AQUILES,JANAMPA,GALVEZ,M,144.0
050303,AYACUCHO,HUANTA,HUAMANGUILLA,UNION POR EL PERU,ALCALDE DISTRITAL,LUIS ALBERTO,MAURICIO,HUAMAN,M,144.0
050304,AYACUCHO,HUANTA,IGUAIN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FIDEL,CANALES,HUAYLLASCO,M,444.0
050304,AYACUCHO,HUANTA,IGUAIN,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,BELISARIO,LOPE,ROMANI,M,255.0
050304,AYACUCHO,HUANTA,IGUAIN,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,GILBERTO,ROMANI,QUISPE,M,216.0
050304,AYACUCHO,HUANTA,IGUAIN,QATUN TARPUY,ALCALDE DISTRITAL,NILTON CESAR,PEREZ,ROMANI,M,197.0
050304,AYACUCHO,HUANTA,IGUAIN,UNION POR EL PERU,ALCALDE DISTRITAL,VICTOR,SALVATIERRA,GUTIERREZ,M,76.0
050304,AYACUCHO,HUANTA,IGUAIN,PROGRESEMOS PERU,ALCALDE DISTRITAL,CESAR,CERVANTES,TIPPE,M,61.0
050304,AYACUCHO,HUANTA,IGUAIN,SIEMPRE UNIDOS,ALCALDE DISTRITAL,EFRAIN,POZO,REYES,M,1.0
050305,AYACUCHO,HUANTA,LURICOCHA,PROGRESEMOS PERU,ALCALDE DISTRITAL,AMERICO PAULINO,LUDEÑA,TELLO,M,642.0
050305,AYACUCHO,HUANTA,LURICOCHA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,EDGAR PELAYO,SANCHEZ,CRUZ,M,553.0
050305,AYACUCHO,HUANTA,LURICOCHA,UNION POR EL PERU,ALCALDE DISTRITAL,MARCIAL,QUISPE,VELASQUE,M,271.0
050305,AYACUCHO,HUANTA,LURICOCHA,QATUN TARPUY,ALCALDE DISTRITAL,JOSELITO DIOSCORIDES,VARGAS,INGA,M,203.0
050305,AYACUCHO,HUANTA,LURICOCHA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUVENAL,URRIBURU,CANALES,M,140.0
050305,AYACUCHO,HUANTA,LURICOCHA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,RODRIGO MACEDONIO,PALOMINO,SALAZAR,M,103.0
050305,AYACUCHO,HUANTA,LURICOCHA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,TEODOSIO,BARBOZA,CRESPO,M,83.0
050305,AYACUCHO,HUANTA,LURICOCHA,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,HENRY,URRIBURU,ROJAS,M,28.0
050307,AYACUCHO,HUANTA,SANTILLANA,QATUN TARPUY,ALCALDE DISTRITAL,RENOL SILBIO,PICHARDO,RAMOS,M,936.0
050307,AYACUCHO,HUANTA,SANTILLANA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ABSALON,QUISPE,MERINO,M,514.0
050307,AYACUCHO,HUANTA,SANTILLANA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,RAMIRO LA,ROSA,MINAYA,M,478.0
050307,AYACUCHO,HUANTA,SANTILLANA,PROGRESEMOS PERU,ALCALDE DISTRITAL,ALEJANDRO,CISNEROS,MIRANDA,M,310.0
050307,AYACUCHO,HUANTA,SANTILLANA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,ALEJANDRO,PALOMINO,ALVARADO,M,105.0
050307,AYACUCHO,HUANTA,SANTILLANA,SIEMPRE UNIDOS,ALCALDE DISTRITAL,ISABEL,LIMANCCA,RICRA,F,81.0
050307,AYACUCHO,HUANTA,SANTILLANA,UNION POR EL PERU,ALCALDE DISTRITAL,ARTURO,CISNEROS,MORALES,M,70.0
050308,AYACUCHO,HUANTA,SIVIA,QATUN TARPUY,ALCALDE DISTRITAL,ALEJANDRO,GUTIERREZ,ESCAJADILLO,M,995.0
050308,AYACUCHO,HUANTA,SIVIA,PROGRESEMOS PERU,ALCALDE DISTRITAL,CARLOS GEDEON,CAVALCANTI,NALVARTE,M,827.0
050308,AYACUCHO,HUANTA,SIVIA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,VICTOR,PALOMINO,QUISPE,M,788.0
050308,AYACUCHO,HUANTA,SIVIA,UNION POR EL PERU,ALCALDE DISTRITAL,ARTEMIO ALEJANDRO,RAMIREZ,LAZO,M,400.0
050308,AYACUCHO,HUANTA,SIVIA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUIS HILDEBRANDO,GUEVARA,ORTEGA,M,111.0
050308,AYACUCHO,HUANTA,SIVIA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,CELESTINO,ROMERO,PRADO,M,83.0
050308,AYACUCHO,HUANTA,SIVIA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,FRANCISCO,BARBOZA,HURTADO,M,25.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,QATUN TARPUY,ALCALDE DISTRITAL,PEDRO MAXIMO,LOPEZ,CARBAJAL,M,1430.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EDGAR,RICRA,ARRIETA,M,496.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,MAXIMO,LLOCCLLA,SAGA,M,491.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,VICENTE FELIX,KITAZONO,TINOCO,M,372.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,ACCION POPULAR,ALCALDE DISTRITAL,VICTOR,BALDEON,POMASONCCO,M,295.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ROLANDO MARTIN,PEREZ,REYES,M,154.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,PROGRESEMOS PERU,ALCALDE DISTRITAL,ODILON,OROSCO,AYALA,M,116.0
050309,AYACUCHO,HUANTA,LLOCHEGUA,UNION POR EL PERU,ALCALDE DISTRITAL,SAMUEL,MONTES,SINFOROSO,M,76.0
050402,AYACUCHO,LA MAR,ANCO,QATUN TARPUY,ALCALDE DISTRITAL,WILDER,MANYAVILCA,SILVA,M,1074.0
050402,AYACUCHO,LA MAR,ANCO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,GREGORIO URBANO,MIRANDA,ARCE,M,973.0
050402,AYACUCHO,LA MAR,ANCO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,DEMETRIO,SULCA,CARDENAS,M,852.0
050402,AYACUCHO,LA MAR,ANCO,UNION POR EL PERU,ALCALDE DISTRITAL,RUBEN,CABRERA,URETA,M,436.0
050402,AYACUCHO,LA MAR,ANCO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,WILIAN,RONDINEL,VILLANO,M,226.0
050402,AYACUCHO,LA MAR,ANCO,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,PAULINO,ESCALANTE,CASTILLO,M,210.0
050402,AYACUCHO,LA MAR,ANCO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,LEOCADIO,ESPINOZA,ZANABRIA,M,70.0
050402,AYACUCHO,LA MAR,ANCO,SIEMPRE UNIDOS,ALCALDE DISTRITAL,VICTOR MANUEL,MIRANDA,AYUQUE,M,44.0
050402,AYACUCHO,LA MAR,ANCO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,HUMBERTO,LOPEZ,GUTIERREZ,M,34.0
050403,AYACUCHO,LA MAR,AYNA,QATUN TARPUY,ALCALDE DISTRITAL,EDUARDO CLAUDIO,URBANO,MENDEZ,M,963.0
050403,AYACUCHO,LA MAR,AYNA,UNION POR EL PERU,ALCALDE DISTRITAL,EDWIN,HUAMAN,MANCILLA,M,863.0
050403,AYACUCHO,LA MAR,AYNA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,JAVIER CONTRERAS DE,LA,CRUZ,M,496.0
050403,AYACUCHO,LA MAR,AYNA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,FORTUNATO,CERVAN,MOROTE,M,438.0
050403,AYACUCHO,LA MAR,AYNA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,TEOFILO,TORRE,MONTAÑO,M,399.0
050403,AYACUCHO,LA MAR,AYNA,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,JOEL,ROJAS,LUDEÑA,M,190.0
050403,AYACUCHO,LA MAR,AYNA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,CLOBIS ABONDIO,CARRASCO,PALOMINO,M,66.0
050403,AYACUCHO,LA MAR,AYNA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,FRANCISCO,ESPEZA,MATAMOROS,M,8.0
050404,AYACUCHO,LA MAR,CHILCAS,UNION POR EL PERU,ALCALDE DISTRITAL,LEONIDAS,ILLISCA,GUILLEN,M,255.0
050404,AYACUCHO,LA MAR,CHILCAS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,EDILBERTO,SOSA,ORIHUELA,M,252.0
050404,AYACUCHO,LA MAR,CHILCAS,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,MODESTO,BECERRA,ESPINO,M,132.0
050404,AYACUCHO,LA MAR,CHILCAS,QATUN TARPUY,ALCALDE DISTRITAL,TOMATEO JOSE,TAIPE,BARRIAL,M,115.0
050404,AYACUCHO,LA MAR,CHILCAS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,GERARDO,CASTRO,PALOMINO,M,45.0
050405,AYACUCHO,LA MAR,CHUNGUI,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,ALCALDE DISTRITAL,DANIEL,HUAMAN,JUAREZ,M,632.0
050405,AYACUCHO,LA MAR,CHUNGUI,QATUN TARPUY,ALCALDE DISTRITAL,ELVIN,CCAICURI,SANTI,M,531.0
050405,AYACUCHO,LA MAR,CHUNGUI,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,HERMENEGILDO,ORTIZ,CHALCO,M,333.0
050405,AYACUCHO,LA MAR,CHUNGUI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,REY DAVID,PALOMINO,CHELENGANA,M,164.0
050405,AYACUCHO,LA MAR,CHUNGUI,SIEMPRE UNIDOS,ALCALDE DISTRITAL,EUSEBIO,OROSCO,HUAMAN,M,121.0
050405,AYACUCHO,LA MAR,CHUNGUI,FRENTE REGIONAL AYACUCHO,ALCALDE DISTRITAL,JUAN SEVERO,CHALCO,ROMERO,M,25.0
